ID,band,status,word,Pos,COCA-All,COCA-Acad,ratio,disp,range
16361,33,r,kimono,n,743,192,0.904852039227942,0.187013974234557,3
16362,33,x,meltdown,n,1534,192,0.438269273237523,0.889124937019959,8
16363,33,r,nativity,n,662,192,1.0155665636652,0.73987608432974,7
16364,33,r,philology,n,269,192,2.49927533511658,0.561277390496127,4
16365,33,r,porcelain,n,2460,192,0.273294741929415,0.837350166311562,7
16366,33,r,Presbyterian,n,306,192,2.1970753762953,0.765630852132986,3
16367,33,r,quantification,n,211,192,3.18627992960361,0.855573769364753,8
16368,33,x,resume,n,1709,192,0.393390909974465,0.860206500106909,9
16369,33,r,tuner,n,402,192,1.67240065956806,0.73743441444092,4
16370,33,x,angrily,r,2427,192,0.277010739656515,0.904798225809659,8
16371,33,x,blatantly,r,671,192,1.00194495550873,0.903937692124424,9
16372,33,r,reify,v,221,192,3.0421043671781,0.843189208605553,6
16373,33,x,shade,v,1670,192,0.402577883321174,0.848166345735157,8
16374,33,x,abbreviated,j,464,191,1.4413868022961,0.893178204227354,8
16375,33,r,hectic,j,1116,191,0.599286269055009,0.904698079578295,9
16376,33,x,impassioned,j,798,191,0.838099594317532,0.90239893228007,8
16377,33,x,inept,j,814,191,0.821625892217924,0.904407662001259,9
16378,33,x,lifeless,j,1185,191,0.5643911192113,0.89553974621854,8
16379,33,x,lite,j,818,191,0.817608161693631,0.861936664258084,8
16380,33,x,ludicrous,j,1325,191,0.504757340577653,0.896606632572083,8
16381,33,r,microbiological,j,218,191,3.0679058544284,0.632145180358358,3
16382,33,r,millennial,j,403,191,1.65956197584464,0.680975636834455,6
16383,33,x,quickest,j,741,191,0.902568793880419,0.870858195722081,9
16384,33,x,resounding,j,665,191,1.00571951318104,0.905574691464296,9
16385,33,r,self-fulfilling,j,385,191,1.73715188640361,0.887614257540791,8
16386,33,x,subdued,j,1255,191,0.532911136466446,0.904118124068903,8
16387,33,r,three-fold,j,289,191,2.31419887981104,0.872586918928428,9
16388,33,r,anachronism,n,474,191,1.41097779802825,0.860737230516591,8
16389,33,r,browsing,n,374,191,1.78824458894489,0.766575416143432,8
16390,33,x,carton,n,1953,191,0.342449296602862,0.875358276805052,9
16391,33,x,checkpoint,n,1961,191,0.341052257147063,0.849504453872009,8
16392,33,r,condominium,n,1658,191,0.403379659991188,0.861912956661684,7
16393,33,x,countermeasure,n,396,191,1.68889766733684,0.803451103741535,6
16394,33,r,desalination,n,294,191,2.27484175600473,0.508312820254036,3
16395,33,r,dipper,n,610,191,1.09639914141867,0.691821904658619,3
16396,33,r,ethnocentrism,n,233,191,2.87040118568837,0.797067339177619,6
16397,33,r,evangelism,n,368,191,1.81740075072117,0.745444113647443,5
16398,33,x,gloom,n,1855,191,0.360540957555466,0.897414078528863,9
16399,33,r,hanging,n,1489,191,0.449162845040558,0.870858195722081,9
16400,33,x,incubator,n,734,191,0.911176398181731,0.792279066794082,8
16401,33,x,indexing,n,710,191,0.941976727134352,0.837241537521779,8
16402,33,r,interrelation,n,208,191,3.21540132819899,0.870002454622562,8
16403,33,r,Israelite,n,390,191,1.7148807083728,0.774215241828701,5
16404,33,x,jigsaw,n,660,191,1.01333860040211,0.861936664258083,9
16405,33,x,jolt,n,1429,191,0.46802202677774,0.87353462245024,8
16406,33,r,lightweight,n,842,191,0.79430341599215,0.79234155083774,6
16407,33,r,mockery,n,845,191,0.791483403864367,0.861936664258083,6
16408,33,r,mucus,n,517,191,1.29362374519418,0.767289016029308,3
16409,33,x,offshoot,n,524,191,1.27634251195685,0.89553974621854,8
16410,33,x,pessimist,n,463,191,1.44449994873734,0.848899570019703,9
16411,33,r,platter,n,3006,191,0.222489513062339,0.852238580555618,9
16412,33,x,regular,n,1411,191,0.473992541648044,0.852238580555618,9
16413,33,r,repeatability,n,200,191,3.34401738132695,0.766813040131721,3
16414,33,r,self-criticism,n,281,191,2.38008354542843,0.676133439175176,6
16415,33,r,shamanism,n,231,191,2.89525314400602,0.697660055042248,3
16416,33,r,sickle,n,719,191,0.930185641537399,0.825360181373685,7
16417,33,x,throes,n,749,191,0.892928539740174,0.904407662001259,9
16418,33,x,wasteland,n,814,191,0.821625892217924,0.872482683908583,9
16419,33,r,eternally,r,687,191,0.973513065888486,0.84313894850457,7
16420,33,x,exquisitely,r,764,191,0.875397220242657,0.884933129719649,8
16421,33,x,overboard,r,1381,191,0.484289265941629,0.805435558365842,9
16422,33,x,thankfully,r,1266,191,0.528280786939487,0.898227930452013,9
16423,33,x,amuse,v,1711,191,0.390884556554874,0.894483646707775,7
16424,33,x,array,v,674,191,0.992290024132626,0.883496699943225,8
16425,33,r,befit,v,694,191,0.963693769834856,0.881842933939084,9
16426,33,x,bog,v,754,191,0.887007262951446,0.90239893228007,9
16427,33,x,disparage,v,526,191,1.2714894986034,0.90296861165546,7
16428,33,x,nationalize,v,462,191,1.44762657200301,0.873899012929529,7
16429,33,x,outlive,v,816,191,0.81961210326641,0.908861043652807,9
16430,33,x,rap,v,2191,191,0.305250331476673,0.767289016029308,9
16431,33,x,shuffle,v,2603,191,0.25693564205355,0.896071820356144,9
16432,33,x,capital,j,664,190,1.00196067377172,0.880137233896951,8
16433,33,r,confounding,j,256,190,2.59883549759539,0.863526858693328,6
16434,33,r,gilded,j,1157,190,0.575023238880224,0.852859854083313,6
16435,33,x,instinctive,j,769,190,0.865151999199505,0.888868486903915,8
16436,33,r,ionized,j,220,190,3.024099488111,0.701029394294814,2
16437,33,y,laborious,j,438,190,1.51895408078635,0.899455248283972,9
16438,33,x,lenient,j,625,190,1.06448301981507,0.889120835814881,9
16439,33,x,methodical,j,751,190,0.885887999180319,0.822488103485739,9
16440,33,r,petite,j,1317,190,0.505164682903887,0.669521599634096,8
16441,33,x,precipitous,j,562,190,1.18381118751676,0.885883817823055,8
16442,33,r,precocious,j,673,190,0.988561496856493,0.850592796786767,8
16443,33,x,promiscuous,j,548,190,1.21405453902266,0.853814837356144,7
16444,33,x,regressive,j,449,190,1.48174139729269,0.856327498132177,7
16445,33,x,state-run,j,855,190,0.778130862437918,0.848175014058122,7
16446,33,x,translucent,j,1642,190,0.405177763327905,0.849658278794029,7
16447,33,r,antihistamine,n,419,190,1.58783266678859,0.68038002272005,2
16448,33,x,donkey,n,2181,190,0.305044423376625,0.878056130974684,9
16449,33,x,errand,n,1677,190,0.39672145938248,0.9087166204854,9
16450,33,x,galley,n,1390,190,0.478634451355698,0.827124978734105,8
16451,33,r,lynching,n,652,190,1.02040166776751,0.672501713338539,5
16452,33,r,midterm,n,1245,190,0.534379026011582,0.825151573956655,7
16453,33,x,picket,n,1366,190,0.48704384142344,0.818740371104533,9
16454,33,x,printout,n,807,190,0.824413739014151,0.862912470457686,8
16455,33,r,soloist,n,767,190,0.867407936615932,0.787311517002944,5
16456,33,r,thermodynamics,n,249,190,2.67189513005791,0.706227818402052,4
16457,33,r,waltz,n,751,190,0.885887999180319,0.750123179231906,8
16458,33,r,whore,n,2194,190,0.303236958698459,0.80954652437396,6
16459,33,x,humanize,v,475,190,1.40063555238825,0.894029578889525,7
16460,33,x,imperil,v,530,190,1.2552865799706,0.899734238421069,8
16461,33,x,mutter,v,6207,190,0.107185739871825,0.895359618754718,9
16462,33,x,toil,v,961,190,0.692301651804807,0.905486826884772,7
16463,33,r,tutor,v,685,190,0.971243631218131,0.842559296597332,8
16464,33,r,aromatic,j,868,189,0.762442740211347,0.834794124562502,6
16465,33,r,biodegradable,j,439,189,1.50751776424476,0.702990636966087,4
16466,33,r,bohemian,j,786,189,0.841985112599808,0.804499705542031,8
16467,33,x,communitarian,j,232,189,2.85258749354935,0.812482101129579,5
16468,33,r,crucified,j,258,189,2.56511743605988,0.73015873015873,2
16469,33,x,genocidal,j,387,189,1.71007829070659,0.832581295314508,6
16470,33,r,gratuitous,j,564,189,1.17340478458058,0.85841679328933,6
16471,33,y,inhospitable,j,439,189,1.50751776424476,0.877497951999258,8
16472,33,x,inordinate,j,499,189,1.32625310321332,0.905702882909257,8
16473,33,r,Sikh,j,410,189,1.61414706952061,0.637644797353443,6
16474,33,r,tenured,j,468,189,1.41410320193045,0.821452848290337,9
16475,33,x,uninterested,j,561,189,1.17967967647674,0.897918426443295,9
16476,33,x,year-old,j,1499,189,0.441494528688091,0.907521705917159,9
16477,33,r,abode,n,862,189,0.7677497662453,0.784786569825142,8
16478,33,r,Bolshevik,n,351,189,1.88547093590726,0.728172731823683,6
16479,33,r,bulwark,n,435,189,1.52137999655965,0.86729278110361,6
16480,33,r,despotism,n,266,189,2.48797104700545,0.836516681012561,5
16481,33,r,easel,n,1204,189,0.549668022012831,0.702609623547467,5
16482,33,r,eloquence,n,599,189,1.10484190067354,0.83272638447305,6
16483,33,x,fiasco,n,1062,189,0.623164122884604,0.877729262719226,8
16484,33,x,idealist,n,480,189,1.37875062188219,0.838959211320676,6
16485,33,r,internationalist,n,268,189,2.46940409889347,0.808597165131305,5
16486,33,x,philanthropist,n,846,189,0.782269856387055,0.853874356625247,9
16487,33,r,regalia,n,437,189,1.51441715904679,0.806391312866248,6
16488,33,y,rethinking,n,362,189,1.82817762017527,0.91708033555212,8
16489,33,x,sinking,n,1259,189,0.525655519065488,0.846523474987334,8
16490,33,r,stillness,n,1395,189,0.474408816131505,0.862062803504573,7
16491,33,x,tabloid,n,2072,189,0.319401688466916,0.85273241045957,8
16492,33,r,artistically,r,576,189,1.14895885156849,0.829730982398928,7
16493,33,x,overload,v,725,189,0.912827997935792,0.885624651205588,9
16494,33,r,pedal,v,1792,189,0.369308202289871,0.838257581645298,8
16495,33,x,poach,v,1019,189,0.649460548089744,0.853310234776001,8
16496,33,x,reassemble,v,651,189,1.0165903202818,0.86729278110361,8
16497,33,r,refinance,v,1133,189,0.584113237867122,0.728381100462771,3
16498,33,r,resell,v,674,189,0.98189955267574,0.84395892950547,7
16499,33,y,archeological,j,360,188,1.82860752672911,0.831419945138591,7
16500,34,r,causative,j,216,188,3.04767921121518,0.810034083571205,8
16501,34,x,conquered,j,352,188,1.87016678870022,0.862033534872533,6
16502,34,r,dualistic,j,207,188,3.18018700300714,0.835891956343924,6
16503,34,x,ever-present,j,660,188,0.997422287306785,0.902641956606112,9
16504,34,r,matrilineal,j,200,188,3.29149354811239,0.636063558823788,5
16505,34,x,repulsive,j,641,188,1.02698706649373,0.847457513368171,7
16506,34,r,sociometric,j,188,188,3.50158888097063,0.599246707551981,3
16507,34,r,Spanish-language,j,533,188,1.23508200679639,0.658198900353921,5
16508,34,x,thankful,j,2286,188,0.287969689248678,0.905626467427378,9
16509,34,r,undersea,j,438,188,1.50296509046228,0.748810693559514,5
16510,34,x,untapped,j,486,188,1.35452409387341,0.89527954584735,9
16511,34,x,week-long,j,989,188,0.665620535513123,0.897768052688937,9
16512,34,r,wrongful,j,673,188,0.978155586363266,0.831929873540535,7
16513,34,r,angiography,n,223,188,2.95201215077345,0.625350668355533,1
16514,34,x,chatter,n,1540,188,0.427466694560051,0.884868451886813,9
16515,34,x,craze,n,877,188,0.750625666616281,0.852752310637919,8
16516,34,r,curry,n,3699,188,0.17796666926804,0.89464337175103,9
16517,34,r,dictation,n,326,188,2.01932119516098,0.748128201959801,8
16518,34,r,drip,n,1361,188,0.483687516254576,0.819296652977514,7
16519,34,r,ejido,n,222,188,2.96530950280396,0.524342110375243,4
16520,34,r,embroidery,n,835,188,0.788381688170633,0.628516063120442,5
16521,34,r,epithelium,n,193,188,3.41087414312165,0.699158441352015,2
16522,34,r,handgun,n,2170,188,0.30336346065552,0.746390985808895,8
16523,34,r,handset,n,567,188,1.1610206518915,0.648704428156788,3
16524,34,r,libel,n,710,188,0.92718128115842,0.800627762290146,4
16525,34,r,matriculation,n,222,188,2.96530950280396,0.648460178236342,4
16526,34,x,mimicry,n,317,188,2.07665208082801,0.7965039357015,8
16527,34,x,oligarchy,n,306,188,2.15130297262248,0.810788644835976,6
16528,34,x,outcast,n,817,188,0.805751174568517,0.889432064154709,7
16529,34,x,panther,n,2998,188,0.219579289400426,0.814760468962764,7
16530,34,x,pawn,n,1025,188,0.642242643534125,0.867535058995531,8
16531,34,y,pervasiveness,n,288,188,2.28575940841138,0.899746254051349,8
16532,34,r,photocopy,n,510,188,1.29078178357349,0.726978815959161,8
16533,34,x,pony,n,2478,188,0.265657267805681,0.895210155494011,9
16534,34,r,pudding,n,2222,188,0.296264045734689,0.816624750681411,8
16535,34,r,reflectivity,n,222,188,2.96530950280396,0.614011613317261,4
16536,34,r,seminarian,n,290,188,2.26999555042234,0.746091733923738,3
16537,34,x,statistician,n,515,188,1.27824992159705,0.878602969838084,9
16538,34,r,storehouse,n,414,188,1.59009350150357,0.788100598637408,7
16539,34,r,tadpole,n,406,188,1.62142539315881,0.63820265316336,2
16540,34,y,unanimity,n,414,188,1.59009350150357,0.873954340805043,8
16541,34,r,wildfire,n,1217,188,0.540919235515594,0.707470034532243,7
16542,34,x,awry,r,767,188,0.858277326756817,0.899177093032453,9
16543,34,x,chain,v,1249,188,0.527060616190935,0.901764282959499,9
16544,34,x,deflate,v,876,188,0.75148254523114,0.910608704511932,9
16545,34,x,grumble,v,2180,188,0.301971885147926,0.900894381635366,8
16546,34,x,implore,v,870,188,0.756665183474113,0.904421479214544,9
16547,34,x,layer,v,1097,188,0.600089981424319,0.871927713111632,8
16548,34,r,barring,i,802,187,0.81645526276996,0.891584549978993,8
16549,34,r,allocated,j,264,187,2.48029212402086,0.795620780334567,8
16550,34,r,celebratory,j,672,187,0.97440047729391,0.855659487769337,7
16551,34,r,disabling,j,372,187,1.76020731382126,0.875912988197955,7
16552,34,r,expansionist,j,272,187,2.40734235566731,0.820801142907699,7
16553,34,r,idyllic,j,842,187,0.777668789479225,0.879219701251386,8
16554,34,x,interlocking,j,492,187,1.33088845679168,0.895109390271996,9
16555,34,r,menopausal,j,383,187,1.70965305676634,0.720861232201566,4
16556,34,r,metonymic,j,193,187,3.39273119555185,0.669271545273013,2
16557,34,r,middling,j,364,187,1.7988931888503,0.482734934268095,7
16558,34,x,nagging,j,966,187,0.677843810291416,0.904337658439932,9
16559,34,x,non-nuclear,j,294,187,2.22720109095751,0.800779608316193,5
16560,34,r,off-line,j,401,187,1.63291052553992,0.666745504503804,7
16561,34,x,one-day,j,910,187,0.719557275540118,0.884858133628346,9
16562,34,r,paraprofessional,j,217,187,3.01749825226501,0.747286189235105,5
16563,34,y,skewed,j,434,187,1.50874912613251,0.904337658439932,8
16564,34,x,snowy,j,1753,187,0.373529447085857,0.870440539480018,8
16565,34,x,amnesia,n,719,187,0.910705313965936,0.85788038153412,8
16566,34,x,bioethics,n,462,187,1.41730978515478,0.758009442207516,5
16567,34,r,blocking,n,522,187,1.25440061444733,0.692939617102455,8
16568,34,r,cartoonist,n,1046,187,0.626001071454596,0.642540271071699,7
16569,34,r,censor,n,653,187,1.00275209914473,0.784330278555457,7
16570,34,r,constipation,n,404,187,1.62078495233046,0.703565507103514,2
16571,34,x,contentment,n,744,187,0.880103656910629,0.876681530226026,7
16572,34,r,cosmopolitan,n,528,187,1.24014606201043,0.672465026441729,7
16573,34,x,crush,n,2358,187,0.277691739076127,0.886120815328297,9
16574,34,r,decompression,n,318,187,2.05911044258336,0.74376340926858,4
16575,34,r,detente,n,315,187,2.07872101822701,0.779424920141963,3
16576,34,r,dugout,n,1410,187,0.464395121093268,0.694544824239305,6
16577,34,r,fandom,n,250,187,2.61918848296603,0.558224503635326,2
16578,34,r,hostel,n,691,187,0.94760798949567,0.706223398311495,8
16579,34,r,isoflavone,n,251,187,2.60875346908967,0.622843468393203,3
16580,34,r,knower,n,207,187,3.16327111469327,0.644529377001949,5
16581,34,r,lupus,n,711,187,0.920952349847409,0.73475126773717,4
16582,34,r,otorrhea,n,189,187,3.46453503037835,0.66636106648024,1
16583,34,r,pullout,n,1518,187,0.431355152003628,0.838632605858511,9
16584,34,x,rebuttal,n,736,187,0.889670001007483,0.845405372714309,9
16585,34,x,rendezvous,n,1013,187,0.646393998757658,0.835438502752874,7
16586,34,r,windmill,n,1055,187,0.620660777954036,0.747547104202054,7
16587,34,x,oftentimes,r,1101,187,0.594729446631705,0.906477646379718,8
16588,34,r,substantively,r,331,187,1.97823903547283,0.847287402597264,8
16589,34,x,astonish,v,1020,187,0.641957961511282,0.904944167371314,9
16590,34,r,brainstorm,v,386,187,1.69636559777593,0.881882757195735,9
16591,34,x,ditch,v,1221,187,0.536279378166673,0.882373426592205,7
16592,34,r,metabolize,v,364,187,1.7988931888503,0.815082906816085,5
16593,34,x,misplace,v,764,187,0.857064294164277,0.905861257164229,9
16594,34,r,oxidize,v,337,187,1.94301816243771,0.698451359246075,2
16595,34,r,scroll,v,506,187,1.29406545601088,0.811520392281166,7
16596,34,x,whistle,v,3063,187,0.213776402462131,0.894834054242243,8
16597,34,y,add-on,j,384,186,1.69608211422015,0.80980308975752,8
16598,34,x,afloat,j,1290,186,0.50488025725623,0.891654679343198,9
16599,34,x,artisanal,j,348,186,1.87153888465672,0.728296275576737,6
16600,34,x,discreet,j,1328,186,0.490433382425103,0.894386973005395,8
16601,34,r,dorsal,j,407,186,1.60023472201606,0.784852623975048,4
16602,34,r,ecliptic,j,217,186,3.00136189797482,0.699486189474981,1
16603,34,r,hermeneutic,j,200,186,3.25647765930269,0.818452262584069,7
16604,34,y,irreconcilable,j,398,186,1.63642093432296,0.889517484921663,7
16605,34,x,motorized,j,677,186,0.962031804816155,0.820394697973225,7
16606,34,y,near-term,j,369,186,1.76502854162747,0.862628997372719,7
16607,34,r,non-Muslim,j,252,186,2.58450607881166,0.723286212955326,5
16608,34,x,omnipresent,j,441,186,1.4768606164638,0.896060819473089,9
16609,34,r,cadaver,n,616,186,1.05729794133204,0.809956833950653,8
16610,34,r,conservancy,n,915,186,0.711798395475997,0.797994249097274,6
16611,34,x,crank,n,1385,186,0.470249481487752,0.842412937894956,9
16612,34,x,dear,n,2523,186,0.258143294435409,0.892467077613195,9
16613,34,x,deluge,n,626,186,1.04040819786028,0.868055694440159,8
16614,34,r,endoscopy,n,232,186,2.80730832698507,0.661606467874651,2
16615,34,x,flea,n,2154,186,0.30236561367713,0.863181592300622,7
16616,34,r,hyperbole,n,549,186,1.18633065912666,0.878658914961109,9
16617,34,r,joystick,n,495,186,1.31574854921321,0.723014454919022,3
16618,34,x,loudspeaker,n,987,186,0.65987389246255,0.807967760231516,8
16619,34,x,negativity,n,501,186,1.29999108155796,0.855946466931491,7
16620,34,r,operand,n,186,186,3.50158888097063,0.638388792631074,1
16621,34,x,over,n,941,186,0.692131277216299,0.761533865188441,9
16622,34,r,pallet,n,847,186,0.768943957332393,0.704587329786782,3
16623,34,r,psychopath,n,529,186,1.23118247988759,0.291287023912396,3
16624,34,x,ravages,n,520,186,1.25249140742411,0.900075441474887,8
16625,34,r,re-enactment,n,559,186,1.16510828597592,0.859823416940876,7
16626,34,r,rowing,n,923,186,0.705628961929076,0.793306140673888,5
16627,34,r,sedimentation,n,235,186,2.77147034834271,0.80980308975752,5
16628,34,r,slang,n,885,186,0.735927154644675,0.857203835276622,8
16629,34,x,solicitation,n,659,186,0.988308849560754,0.879883994073931,9
16630,34,x,intelligently,r,503,186,1.29482213093546,0.893559920226722,9
16631,34,y,methodologically,r,199,186,3.27284186864591,0.882840542699632,8
16632,34,x,woefully,r,652,186,0.998919527393462,0.911228562801458,9
16633,34,x,dock,v,1328,186,0.490433382425103,0.832871168135511,7
16634,34,x,hew,v,466,186,1.39762989669643,0.794014435057959,8
16635,34,x,peek,v,2892,186,0.225205923879854,0.875346122200592,8
16636,34,r,secede,v,551,186,1.18202455873056,0.811036545766182,5
16637,34,x,yank,v,4214,186,0.154555180792724,0.884347156487359,8
16638,34,x,beaten,j,1485,185,0.436224877427317,0.912906397536017,9
16639,34,x,bereft,j,627,185,1.03316418338049,0.890376547961406,8
16640,34,r,childish,j,1228,185,0.527519497540364,0.875485694213083,8
16641,34,x,dictatorial,j,465,185,1.3931052537195,0.870598400602331,7
16642,34,x,disguised,j,461,185,1.40519293487975,0.884855469874011,9
16643,34,r,hyperactive,j,502,185,1.2904261812342,0.803206905775827,7
16644,34,x,hypocritical,j,810,185,0.799745608616749,0.888505806890148,6
16645,34,r,intracranial,j,208,185,3.11439395663253,0.688751809613174,2
16646,34,x,intrepid,j,717,185,0.903478302621432,0.804714086918444,9
16647,34,r,juicy,j,2119,185,0.305707382246138,0.87643852254401,8
16648,34,x,lower-class,j,233,185,2.78023151493376,0.820151636640554,6
16649,34,r,medium-size,j,1107,185,0.585179713622011,0.849880287864315,6
16650,34,r,pharmacological,j,256,185,2.53044508976393,0.809927876965282,6
16651,34,x,scarlet,j,1565,185,0.413925842159467,0.854274665956804,7
16652,34,r,subnational,j,198,185,3.27168658070488,0.737803559302071,5
16653,34,x,teeming,j,859,185,0.754125661210205,0.883073028439569,9
16654,34,x,tenacious,j,740,185,0.875397220242657,0.91223051551137,9
16655,34,r,threaded,j,274,185,2.36421147072834,0.714188121305225,3
16656,34,r,affidavit,n,1596,185,0.405885929185192,0.817218394912726,7
16657,34,r,airfield,n,1028,185,0.630149749980123,0.795548589677876,5
16658,34,x,airwaves,n,1219,185,0.531414227218676,0.885627876682879,8
16659,34,r,anaesthesia,n,197,185,3.28829412679983,0.546560579696839,1
16660,34,r,conch,n,473,185,1.36954321982995,0.305157631953416,3
16661,34,y,culpability,n,431,185,1.50300218788762,0.867613372362911,7
16662,34,y,enumeration,n,225,185,2.87908419102029,0.867886810536769,8
16663,34,r,frying,n,1731,185,0.374231047359657,0.7837496231055,5
16664,34,r,germination,n,305,185,2.12391456714612,0.723114662233432,5
16665,34,r,halogen,n,405,185,1.5994912172335,0.601225069994806,5
16666,34,x,hardness,n,526,185,1.23154742011324,0.841456510852384,9
16667,34,r,hunter-gatherer,n,252,185,2.57061088483955,0.759360959243589,5
16668,34,r,libido,n,570,185,1.13648060171854,0.827534649114956,7
16669,34,x,mahogany,n,1735,185,0.373368266847012,0.849290981697946,8
16670,34,r,metonymy,n,203,185,3.19110316738703,0.651015701468645,3
16671,34,r,miscarriage,n,1007,185,0.643290906633134,0.833458269702457,8
16672,34,r,playoff,n,9615,185,0.0673732650004749,0.616920017624722,6
16673,34,x,rapist,n,1712,185,0.378384312488065,0.840342246029714,8
16674,34,r,retrenchment,n,298,185,2.17380517778378,0.782018241156117,7
16675,34,x,rising,n,601,185,1.07786013806916,0.884347156487359,8
16676,34,x,snowball,n,979,185,0.661689420816718,0.853814837356144,8
16677,34,r,spyware,n,428,185,1.51353724995226,0.616711034189744,1
16678,34,r,valor,n,488,185,1.32744660446632,0.830818000189617,7
16679,34,y,customarily,r,387,185,1.67388615756994,0.899959381530872,9
16680,34,y,energetically,r,428,185,1.51353724995226,0.891460018415484,8
16681,34,x,liberally,r,587,185,1.10356719417303,0.908279755174376,9
16682,34,x,starkly,r,595,185,1.08872931593204,0.905113028306835,8
16683,34,x,absolve,v,543,185,1.19299068688686,0.895906613733611,9
16684,34,x,camouflage,v,840,185,0.771183265451865,0.892005829855859,9
16685,34,x,cascade,v,1052,185,0.615773710056622,0.840157290402536,8
16686,34,x,flaunt,v,912,185,0.710300376074086,0.894777347025964,8
16687,34,y,impute,v,265,185,2.44450544520591,0.879097513605976,7
16688,34,x,misread,v,646,185,1.00277700151636,0.892829758984812,8
16689,34,x,rekindle,v,714,185,0.90727442994337,0.914274146515398,9
16690,34,r,steam,v,1613,185,0.401608148158442,0.862624104599487,7
16691,34,x,subjugate,v,346,185,1.87223682942071,0.881566570893054,6
16692,34,x,wring,v,1470,185,0.44067615168678,0.892554413920924,8
16693,34,x,arable,j,302,184,2.13341839105495,0.850545976394285,6
16694,34,x,cataclysmic,j,444,184,1.45110890562747,0.864596549405126,8
16695,34,r,celibate,j,519,184,1.24141108689517,0.710094298917629,5
16696,34,y,complicating,j,379,184,1.69997982611767,0.91056001185032,9
16697,34,r,curriculum-based,j,193,184,3.33830235284247,0.69017293490858,3
16698,34,r,destitute,j,581,184,1.10893692615937,0.857712637272684,8
16699,34,y,expedient,j,376,184,1.71354349494307,0.874677832808733,8
16700,34,x,gleaming,j,2438,184,0.26427085894118,0.896330162192041,8
16701,34,x,handmade,j,1617,184,0.398449198576744,0.885644428443414,8
16702,34,x,heartfelt,j,1071,184,0.601580162557045,0.892372123020355,9
16703,34,r,Himalayan,j,457,184,1.40983009649583,0.541121710200281,7
16704,34,x,horrendous,j,1139,184,0.56566492897155,0.877815473847077,8
16705,34,x,ill-fated,j,681,184,0.946097436268129,0.894332608685853,7
16706,34,y,inimical,j,256,184,2.51676700819764,0.889091886736219,8
16707,34,r,liminal,j,221,184,2.91535001854568,0.802961811017714,5
16708,34,r,manic,j,931,184,0.692043344896451,0.821409684007168,9
16709,34,x,misplaced,j,623,184,1.03417713338458,0.91327277422579,9
16710,34,r,neuropsychological,j,205,184,3.14288953218827,0.811166841337394,5
16711,34,x,resentful,j,789,184,0.816593604687701,0.883830472747618,9
16712,34,r,riverine,j,233,184,2.76520323647466,0.735298759597482,5
16713,34,y,salaried,j,411,184,1.56762129950997,0.850946217007059,9
16714,34,r,tonsillar,j,185,184,3.48266137350592,0.560607003866846,1
16715,34,y,well-organized,j,410,184,1.57144476609414,0.903183300119908,9
16716,34,r,abbot,n,613,184,1.05104788596835,0.708616192386109,4
16717,34,r,Adventist,n,286,184,2.25277046887621,0.248062128564289,4
16718,34,r,aphorism,n,371,184,1.73663707304204,0.815163518298986,7
16719,34,r,Armenian,n,574,184,1.1224605472101,0.718775703038173,6
16720,34,r,bending,n,293,184,2.19895001398838,0.791329665881936,5
16721,34,r,crutch,n,1208,184,0.533354597763738,0.809121638290773,9
16722,34,r,disinfectant,n,564,184,1.14236232996205,0.707427804060836,4
16723,34,r,historicity,n,222,184,2.90221781125494,0.828891088424244,5
16724,34,r,Hungarian,n,524,184,1.22956556125686,0.793487902932512,6
16725,34,r,inculturation,n,188,184,3.42708698988615,0.592707454520701,3
16726,34,r,portraiture,n,442,184,1.45767500927284,0.762792516470605,4
16727,34,x,profusion,n,627,184,1.02757951211897,0.895184041453648,8
16728,34,r,self-discipline,n,379,184,1.69997982611767,0.87360158381301,8
16729,34,r,Sioux,n,533,184,1.20880366622626,0.725879010173441,4
16730,34,r,theoretician,n,266,184,2.42215170713758,0.872785435663836,7
16731,34,r,upside,n,1177,184,0.547402170007303,0.869688267753184,9
16732,34,r,volley,n,703,184,0.916489835133138,0.8046364012756,8
16733,34,y,weighing,n,396,184,1.62700089418837,0.869311027684151,8
16734,34,x,wrapper,n,1490,184,0.432410975905098,0.838745926509054,8
16735,34,x,irrevocably,r,487,184,1.32298224660903,0.896618677714913,8
16736,34,x,dart,v,3034,184,0.212357400823532,0.867720864075315,8
16737,34,x,scribble,v,1731,184,0.372208176833389,0.888019825493109,9
16738,34,x,siphon,v,710,184,0.907454019857177,0.878305367892486,9
16739,34,r,unmask,v,435,184,1.48113184850252,0.889091886736219,8
16740,34,x,aloof,j,776,183,0.825761295383538,0.899438270146182,9
16741,34,r,broke,j,1583,183,0.404795177016819,0.878497509412619,8
16742,34,r,ex,j,200,183,3.20395382608813,0.650169149611018,7
16743,34,x,grassy,j,1574,183,0.407109761891757,0.864181095169018,8
16744,34,r,hydrologic,j,206,183,3.11063478260983,0.736412971786307,4
16745,34,r,mid-level,j,423,183,1.51487178538446,0.572267693134241,8
16746,34,x,nameless,j,840,183,0.762846149068601,0.886729054102346,7
16747,34,y,nested,j,258,183,2.48368513650242,0.840273190540173,8
16748,34,r,ovarian,j,810,183,0.791099710145216,0.733111459409195,5
16749,34,r,phonetic,j,242,183,2.64789572403977,0.791265960235227,6
16750,34,r,psychosomatic,j,259,183,2.47409561860087,0.751387205817859,6
16751,34,y,rejected,j,418,183,1.53299226128618,0.849219975259373,9
